company,sector,horizon_days,amount,date_BUY_fix,date_SELL_fix,price_BUY,price_SELL,Volatility_Buy,Volatility_sell,Sharpe_Ratio,expected_return_yearly,inflation,nominal_return,investment,ESG_ranking,PE_ratio,EPS_ratio,PS_ratio,PB_ratio,NetProfitMargin_ratio,current_ratio,roa_ratio,roe_ratio
TGT,RETAIL,7,20000,2016-09-01,2016-09-08,61.71752166748047,60.7381591796875,0.2391657677026784,0.2373917867985546,0.2391657677026784,0.0021886311708947,-0.2,-0.0158684675167214,0,14.8,12.1,5.4,0.56,3.24,4.59,1.05,8.27,26.12
DB,BANK,3,1000,2015-02-06,2015-02-09,28.54352569580078,28.487281799316406,0.2553949485008148,0.2553920013413761,0.2553949485008148,-0.0011583401902299,-0.5,-0.001970460730177,0,30.0,14.53,1.97,0.6,0.41,3.9,0.64,0.1,2.45
AXP,BANK,20,15000,2013-12-27,2014-01-16,79.89646911621094,78.83629608154297,0.1793452744022029,0.1798917877218614,0.1793452744022029,0.0080675002477156,1.41,-0.013269335258432,0,19.8,16.66,4.88,2.55,4.44,15.25,2.16,3.47,27.58
SC,BANK,5,15000,2016-08-04,2016-08-09,9.944153785705566,10.05117893218994,0.5383757070101991,0.5391362939315797,0.5383757070101991,0.0001573924710861,-0.2,0.010762619805641,1,26.9,4.33,2.16,0.48,0.69,10.19,0.92,1.9,15.4
BAC,BANK,150,3000,2017-02-08,2017-07-07,20.867366790771484,23.00057411193848,0.2977788819653542,0.2368940413197827,0.2977788819653542,0.0777132223064991,1.96,0.1022269528568595,0,26.3,14.74,1.38,2.4,0.77,17.23,0.9,0.74,6.06
F,AUTO,7,500,2018-03-27,2018-04-03,9.545631408691406,9.827680587768556,0.2069614312457217,0.2099072749328253,0.2069614312457217,-0.0002296942695237,1.68,0.0295474617656344,0,29.7,5.06,1.93,0.24,1.09,4.93,1.23,3.07,22.9
COST,RETAIL,90,15000,2018-01-29,2018-04-30,187.79612731933597,187.1972503662109,0.19656377288399,0.214526822402829,0.19656377288399,0.041281825097237,1.68,-0.0031889739244017,0,22.3,27.78,6.29,0.58,6.76,2.09,0.98,7.55,24.48
JPM,BANK,70,1000,2016-10-18,2016-12-27,60.1163215637207,77.36981964111328,0.2493411258971226,0.2474298417846621,0.2493411258971226,0.0291625212711838,-0.2,0.2870018928071741,1,27.9,10.12,5.8,2.1,0.83,20.86,1.04,0.89,8.66
SC,BANK,480,2000,2017-02-06,2018-06-01,12.53052806854248,16.48874855041504,0.4897793239631682,0.2950240080313918,0.4897793239631682,0.0151096772242687,1.96,0.315886166985217,0,26.9,5.8,2.11,0.62,0.84,10.84,0.91,2.0,15.44
HMC,AUTO,240,500,2015-03-13,2015-11-09,34.09000015258789,32.540000915527344,0.1918848036400555,0.2475924668953236,0.1918848036400555,-0.0060299571471757,-0.5,-0.0454678565597742,0,28.5,10.6,2.61,0.41,0.74,3.82,1.19,2.92,7.36
WMT,RETAIL,120,2000,2016-07-28,2016-11-25,66.30076599121094,64.9226303100586,0.2344721218208349,0.1950623712764684,0.2344721218208349,0.0319013337806813,-0.2,-0.0207861200477688,0,27.3,14.21,4.65,0.43,2.58,3.04,0.86,7.35,18.23
NVDA,TECH,4,2000,2014-10-24,2014-10-28,17.71173667907715,18.143030166625977,0.2545090511688422,0.2552898263813311,0.2545090511688422,0.0054040236294212,-0.15,0.0243507170055387,1,12.9,18.38,1.02,2.35,2.42,12.79,5.72,8.38,13.66
GM,AUTO,240,1000,2017-03-17,2017-11-13,32.10265350341797,39.32658386230469,0.2528597523016795,0.2241486615006648,0.2528597523016795,0.0268815908985208,1.96,0.2250259579980697,0,30.6,4.83,6.46,0.33,1.01,6.76,0.88,4.58,22.49
M,RETAIL,20,10000,2017-07-11,2017-07-31,17.392480850219727,19.512107849121094,0.4215149078756547,0.4251025214960469,0.4215149078756547,0.0004756788598673,1.96,0.1218703080460536,0,14.5,8.78,2.2,0.23,1.33,2.63,1.44,3.46,16.3
PG,FMCG,7,2000,2015-12-21,2015-12-28,67.9592056274414,68.79415130615234,0.1628558031603095,0.162794123468363,0.1628558031603095,0.0014815455255119,-0.5,0.0122859834955721,1,25.1,23.08,2.96,2.88,2.97,12.25,1.13,6.44,13.27
AXP,BANK,7,1000,2018-06-19,2018-06-26,93.0571746826172,94.08219909667967,0.1936635634920901,0.1940235037571822,0.1936635634920901,0.0028236250867004,1.68,0.0110149960769652,0,19.8,24.77,3.79,1.99,3.87,8.02,1.92,1.85,16.55
PG,FMCG,480,20000,2014-07-08,2015-10-30,66.10842895507812,65.74696350097656,0.1233493375207853,0.1561332760998231,0.1233493375207853,0.1015916931779598,-0.15,-0.0054677665135135,0,25.1,16.07,4.01,2.52,2.5,15.31,0.94,7.97,16.33
M,RETAIL,30,2000,2018-03-21,2018-04-20,24.630407333374023,25.72967338562012,0.4308933170324938,0.4382176869486308,0.4308933170324938,0.0007135182898009,1.68,0.0446304455045124,0,14.5,4.33,5.04,0.26,1.16,6.11,1.48,7.97,33.31
AMZN,TECH,300,4000,2014-10-27,2015-08-24,289.9700012207031,463.3699951171875,0.3230512163992903,0.320038918764494,0.3230512163992903,0.2702364851723726,-0.15,0.5979928722506211,1,27.4,0.0,-0.48,1.76,14.44,-0.25,0.89,-0.56,-2.1
COST,RETAIL,6,400,2014-12-24,2014-12-30,122.3666000366211,122.23027801513672,0.1430560486235113,0.1430608143734876,0.1430560486235113,0.0027521216731491,-0.15,-0.0011140460014708,0,22.3,25.12,4.82,0.47,4.24,1.86,1.2,6.46,17.45
TGT,RETAIL,600,300,2017-02-08,2018-10-01,57.11737823486328,83.34818267822266,0.2282083935000503,0.2847235618692285,0.2282083935000503,0.1875969575052609,1.96,0.459243845813438,0,14.8,12.04,4.72,0.47,2.89,3.89,0.94,7.14,23.7
BAC,BANK,270,25000,2016-05-04,2017-01-30,12.854723930358888,21.12510681152344,0.3101245288792411,0.3083765710307298,0.3101245288792411,0.1398838001516984,-0.2,0.6433730452687872,1,26.3,9.39,1.31,1.47,0.48,15.77,0.93,0.68,5.74
TGT,RETAIL,660,100,2016-01-19,2017-11-09,59.12071990966797,54.49598693847656,0.2099962631079508,0.2661315765640723,0.2099962631079508,0.206356653255787,-0.2,-0.07822524790391,0,14.8,11.56,5.35,0.53,2.87,4.56,1.12,8.29,24.76
WMT,RETAIL,270,1500,2017-12-04,2018-08-31,90.87583923339844,91.91285705566406,0.1812370880517331,0.2461760278258715,0.1812370880517331,0.071778001006533,1.96,0.0114113699638275,0,27.3,21.75,3.76,0.5,3.08,2.31,0.81,5.65,14.55
TSLA,AUTO,60,400,2016-12-12,2017-02-10,38.48600006103516,53.84600067138672,0.392041103719729,0.3444134182589759,0.392041103719729,0.0847786731669019,-0.2,0.3991061837029583,1,31.1,0.0,-0.97,4.43,6.23,-9.63,1.07,-4.79,-23.03
PG,FMCG,210,50,2015-06-17,2016-01-13,67.76299285888672,65.2907485961914,0.129813949615912,0.1634031742425504,0.129813949615912,0.0444463657653574,-0.5,-0.036483693508692,0,25.1,27.12,2.44,2.65,2.85,9.59,1.0,5.16,10.7
DB,BANK,6,25000,2017-08-08,2017-08-14,17.497722625732422,16.816879272460938,0.4066576757421479,0.408120859480273,0.4066576757421479,-0.0023166803804598,1.96,-0.038910398103478,0,30.0,0.0,-0.77,0.62,0.46,-1.63,0.79,-0.04,-0.96
WMT,RETAIL,120,200,2014-12-01,2015-03-31,74.4177474975586,71.8165512084961,0.1287010981248008,0.1515409452139793,0.1287010981248008,0.0319013337806813,-0.15,-0.0349539777342472,0,27.3,13.49,4.88,0.44,2.53,3.27,0.92,7.73,19.4
BAC,BANK,5,200,2018-07-27,2018-08-01,29.27004051208496,29.449092864990234,0.2254727498384672,0.2259249967722517,0.2254727498384672,0.0025904407435499,1.68,0.0061172567503398,0,26.3,13.76,1.93,2.74,1.01,19.49,0.91,0.87,7.47
MSFT,TECH,240,2000,2013-11-12,2014-07-10,32.06095123291016,36.57464599609375,0.2552410259191839,0.2483450393409161,0.2552410259191839,0.1434985772213474,1.41,0.1407848048672474,0,14.7,10.66,2.69,3.01,2.93,28.17,2.87,16.54,29.23
MSFT,TECH,3,500,2018-07-19,2018-07-23,100.97393035888672,104.42677307128906,0.2187444438714905,0.2196832221217134,0.2187444438714905,0.0017937322152668,1.68,0.0341953878603127,0,14.7,45.35,2.11,6.74,8.88,15.02,2.9,6.57,20.09
PG,FMCG,4,100,2018-09-17,2018-09-21,79.26981353759766,80.74701690673828,0.1539784233844274,0.1534333587499044,0.1539784233844274,0.0008465974431496,1.68,0.0186351311201203,0,25.1,20.5,3.82,3.1,3.72,14.7,0.8,8.06,18.28
KSS,RETAIL,2,100,2016-07-06,2016-07-08,31.08136940002441,32.34076690673828,0.4029910928147284,0.4033080078819595,0.4029910928147284,3.755931903649391e-05,-0.2,0.0405193699963836,1,12.9,11.1,3.07,0.34,1.18,3.02,1.77,4.16,10.67
DB,BANK,3,4000,2013-11-26,2013-11-29,40.828895568847656,41.84089279174805,0.2811533672771468,0.2814834977490811,0.2811533672771468,-0.0011583401902299,1.41,0.0247862992324617,0,30.0,7.35,5.84,0.75,0.58,9.79,0.7,0.22,7.6
KO,FMCG,3,3000,2018-02-08,2018-02-12,39.04357147216797,39.83169174194336,0.1078290826119137,0.1066086775125493,0.1078290826119137,0.0005294395545343,1.68,0.0201856602779589,0,25.1,153.93,0.27,4.97,9.33,3.45,1.34,1.38,5.79
BBY,RETAIL,50,500,2017-01-03,2017-02-22,38.49367904663086,41.15835952758789,0.3778828620790417,0.3449362771844618,0.3778828620790417,0.0359312943433206,1.96,0.0692238452377873,0,12.0,10.45,3.83,0.33,2.64,3.12,1.48,9.0,27.73
PEP,FMCG,90,100,2017-06-20,2017-09-18,106.24478149414062,104.30335235595705,0.1168604748049687,0.1084790483577347,0.1168604748049687,0.0195789520879448,1.96,-0.0182731717349398,0,17.6,22.03,4.72,2.38,11.84,10.77,1.32,9.12,56.65
BAC,BANK,3,5000,2016-06-29,2016-07-01,12.04026699066162,11.958110809326172,0.3373566172945939,0.3372494290527612,0.3373566172945939,0.0015542644461299,-0.2,-0.0068234517888323,0,26.3,9.93,1.22,1.46,0.46,15.5,0.93,0.66,5.51
NVDA,TECH,3,3000,2017-12-11,2017-12-14,193.04464721679688,184.9226226806641,0.4162227608254557,0.4131269706507716,0.4162227608254557,0.0040530177220659,1.96,-0.0420732957542793,0,12.9,50.91,4.03,14.56,19.57,28.78,8.26,26.85,42.66
TGT,RETAIL,300,15000,2016-11-25,2017-09-21,69.32217407226562,53.067626953125,0.2280132653501715,0.2619699169859422,0.2280132653501715,0.0937984787526304,-0.2,-0.2344783229417459,0,14.8,10.75,5.59,0.51,3.06,4.75,1.02,8.58,27.8
AAPL,TECH,300,200,2015-11-06,2016-09-01,28.039655685424805,25.141504287719727,0.2634037678512658,0.251864713862673,0.2634037678512658,0.2019962688233874,-0.5,-0.1033590223153687,0,16.5,11.02,2.3,2.53,4.74,22.85,1.11,19.66,42.94
WMT,RETAIL,30,5000,2016-04-07,2016-05-06,61.30754470825195,61.33449172973633,0.2129441205058735,0.2158669879765582,0.2129441205058735,0.0079753334451703,-0.2,0.0004395384224341,1,27.3,13.29,4.52,0.4,2.42,2.99,0.84,7.2,17.7
PEP,FMCG,4,100,2015-11-05,2015-11-09,86.2332992553711,84.7505111694336,0.1518787750238929,0.1523857951976485,0.1518787750238929,0.0008701756483531,-0.5,-0.0171950754376957,0,17.6,23.98,3.37,1.88,8.7,7.82,1.2,7.14,31.7
BBY,RETAIL,1,2000,2014-03-17,2014-03-18,21.04458999633789,21.07716941833496,0.5384127975239547,0.5375742197915065,0.5384127975239547,0.0007186258868664,-0.15,0.0015481138859317,1,12.0,12.51,1.52,0.16,1.65,1.31,1.41,3.75,14.3
F,AUTO,180,3000,2017-05-31,2017-11-27,9.3285493850708,10.417290687561035,0.2361727782440766,0.1908778126062955,0.2361727782440766,-0.0059064240734688,1.96,0.1167106757490753,0,29.7,10.36,0.93,0.25,1.27,2.43,1.24,1.56,12.18
COST,RETAIL,100,300,2014-09-09,2014-12-18,107.14707946777344,120.58627319335938,0.1399983603374436,0.1427088148234752,0.1399983603374436,0.0458686945524855,-0.15,0.125427531878067,1,22.3,22.08,4.66,0.4,3.6,1.83,1.22,6.35,17.27
GM,AUTO,240,100,2017-12-04,2018-08-01,38.85722732543945,34.47003555297852,0.2180191862880645,0.2715266835042163,0.2180191862880645,0.0268815908985208,1.96,-0.1129054251791322,0,30.6,0.0,-2.89,0.39,1.44,-2.67,0.89,-1.7,-9.04
NVDA,TECH,100,300,2014-01-06,2014-04-16,15.015524864196776,17.562387466430664,0.2115395403454039,0.2272960967334024,0.2115395403454039,0.1351005907355301,-0.15,0.1696152898595413,1,12.9,20.08,0.74,2.15,1.89,10.65,5.95,7.09,9.9
HMC,AUTO,2,5000,2018-04-05,2018-04-06,34.880001068115234,34.22999954223633,0.1598671624392902,0.1596572942793441,0.1598671624392902,-5.024964289313141e-05,1.68,-0.0186353642767829,0,28.5,6.04,5.28,0.41,0.77,6.9,1.23,5.47,13.12
MSFT,TECH,20,3000,2015-01-30,2015-02-19,35.889251708984375,38.91812133789063,0.2166591715804706,0.2136162040796627,0.2166591715804706,0.0119582147684456,-0.5,0.0843948949804382,1,14.7,16.7,2.48,3.7,3.7,22.12,2.45,12.29,23.02
TSLA,AUTO,660,15000,2015-10-26,2017-08-16,43.05199813842773,72.58200073242188,0.3905644118824535,0.3438182272066846,0.3905644118824535,0.9325654048359208,-0.5,0.6859147977068221,1,31.1,0.0,-1.06,8.3,24.73,-17.84,1.17,-10.41,-71.74
GM,AUTO,150,50000,2014-09-15,2015-02-12,26.67329406738281,30.424182891845703,0.2276360993710201,0.245765656052828,0.2276360993710201,0.0168009943115755,-0.15,0.140623382135978,1,30.6,16.35,1.55,0.27,0.93,1.73,1.29,1.56,6.29
PG,FMCG,60,5000,2017-10-12,2017-12-11,83.86268615722656,82.73069763183594,0.1188487370857939,0.1089059718745117,0.1188487370857939,0.0126989616472449,1.96,-0.0134981190951642,0,25.1,14.54,5.69,3.45,3.79,23.34,0.91,12.73,27.74
TGT,RETAIL,480,15000,2017-03-13,2018-07-06,49.11762619018555,71.78015899658203,0.2563941273499676,0.298256502987355,0.2563941273499676,0.1500775660042087,1.96,0.4613930795158176,0,14.8,12.04,4.72,0.47,2.89,3.89,0.94,7.14,23.7
BAC,BANK,3,3000,2016-10-18,2016-10-21,14.911741256713867,15.28774356842041,0.3192376164637425,0.3186211353391568,0.3192376164637425,0.0015542644461299,-0.2,0.0252151848153381,1,26.3,11.39,1.26,1.71,0.54,15.7,0.92,0.67,5.54
TGT,RETAIL,270,200,2017-10-31,2018-07-27,53.71357727050781,74.90225219726562,0.2663496268174732,0.2946523738856873,0.2663496268174732,0.0844186308773674,1.96,0.3944752147124587,0,14.8,11.23,4.78,0.42,2.63,3.71,0.96,6.74,23.97
BAC,BANK,540,300,2017-03-03,2018-08-24,23.48848342895508,29.109838485717773,0.2715282024209374,0.221779397827106,0.2715282024209374,0.2797676003033969,1.96,0.2393238828622308,0,26.3,13.78,1.58,2.52,0.81,18.86,0.91,0.81,6.7
AXP,BANK,180,5000,2016-10-19,2017-04-17,57.327579498291016,72.36203002929688,0.2395959614770532,0.1944177764306338,0.2395959614770532,0.0726075022294411,-0.2,0.2622551076215253,1,19.8,10.58,5.64,1.67,2.6,15.68,1.91,3.39,25.78
BBY,RETAIL,30,1500,2015-08-31,2015-09-30,31.19586944580078,31.713972091674805,0.3485765721067695,0.3494730843143084,0.3485765721067695,0.0215587766059923,-0.5,0.0166080527671833,1,12.0,10.61,2.58,0.24,2.04,2.28,1.46,6.31,19.28
M,RETAIL,15,25000,2014-02-10,2014-02-25,38.77047348022461,41.2179069519043,0.2300715100936168,0.2334905239928677,0.2300715100936168,0.0003567591449004,-0.15,0.0631262208579431,1,14.5,9.89,3.9,0.53,2.25,5.32,1.52,6.95,25.28
AAPL,TECH,50,100,2016-02-19,2016-04-08,22.36528205871582,25.30415916442871,0.2759256680571468,0.2746202901987664,0.2759256680571468,0.0336660448038979,-0.2,0.1314035341918525,1,16.5,10.35,2.36,2.38,4.21,22.87,1.0,19.22,42.79
JPM,BANK,15,25000,2014-04-24,2014-05-09,46.546512603759766,44.74065399169922,0.1919660253679675,0.1917375410487274,0.1919660253679675,0.0062491117009679,-0.15,-0.0387968616990369,0,27.9,12.46,4.01,1.82,0.86,14.66,0.96,0.63,7.24
AAPL,TECH,100,300,2018-08-21,2018-11-29,52.3281364440918,43.84440231323242,0.2145571890355101,0.2636041320017883,0.2145571890355101,0.0673320896077958,1.68,-0.162125669044674,0,16.5,16.28,2.76,3.59,7.56,21.98,1.31,14.98,43.5
BBY,RETAIL,100,10000,2017-07-19,2017-10-27,51.24945068359375,50.65830612182617,0.3876421900037997,0.3836248655512618,0.3876421900037997,0.0718625886866412,1.96,-0.011534651667141,0,12.0,14.03,3.79,0.42,3.67,3.0,1.42,8.75,26.9
AXP,BANK,330,1000,2014-05-05,2015-03-31,78.65753173828125,71.18728637695312,0.192522502468124,0.1973247366324917,0.192522502468124,0.1331137540873088,-0.15,-0.0949717744282139,0,19.8,15.99,5.06,2.5,4.29,15.63,2.15,3.61,28.18
BBY,RETAIL,80,3000,2016-11-09,2017-01-27,34.46038818359375,39.13283920288086,0.3539908787624044,0.3542065329743176,0.3539908787624044,0.057490070949313,-0.2,0.1355890419572121,1,12.0,10.47,3.32,0.29,2.55,2.78,1.35,8.12,25.31
SC,BANK,540,500,2016-12-16,2018-06-08,12.280811309814451,16.911073684692383,0.5352947751443943,0.2963371578240621,0.5352947751443943,0.0169983868773023,-0.2,0.3770322870425966,1,26.9,5.8,2.11,0.62,0.84,10.84,0.91,2.0,15.44
OR,FMCG,5,3000,2018-03-27,2018-04-02,9.207759857177734,9.427152633666992,0.2968423223186541,0.2971189181932448,0.2968423223186541,-0.0008458958117873,1.68,0.0238269437835343,0,20.5,0.0,-0.19,5.16,0.97,-13.6,12.83,-1.99,-2.52
JPM,BANK,90,50000,2017-07-13,2017-10-11,84.06600952148438,87.9542465209961,0.1694444533578756,0.1726084356817108,0.1694444533578756,0.0374946702058078,1.96,0.0462521894597366,0,27.9,12.14,6.76,2.69,1.12,22.11,1.04,0.97,9.62
AXP,BANK,4,5000,2017-02-07,2017-02-10,73.05310821533203,73.76746368408203,0.2020969356080382,0.2004611230528992,0.2020969356080382,0.0016135000495431,1.96,0.0097785773419025,0,19.8,12.32,5.63,1.76,3.06,14.14,1.94,3.33,25.32
GM,AUTO,15,5000,2014-02-07,2014-02-21,27.90919685363769,28.357467651367188,0.2443581226107909,0.2443829553485434,0.2443581226107909,0.0016800994311575,-0.15,0.0160617591427058,1,30.6,13.44,2.35,0.33,1.1,2.43,1.31,2.31,9.55
HMC,AUTO,660,1500,2013-11-06,2015-08-28,39.71023178100586,31.920000076293945,0.2377557650601063,0.2411587174647,0.2377557650601063,-0.0165823821547333,1.41,-0.196176938670958,0,28.5,13.82,2.32,0.49,1.01,3.56,1.26,2.74,7.1
FB,TECH,270,20000,2018-07-10,2019-04-05,203.5399932861328,175.72000122070312,0.2644305119026006,0.3878313527126841,0.2644305119026006,0.2231152231694931,1.68,-0.1366807162380164,0,31.6,30.08,6.46,11.8,7.08,39.31,10.67,22.25,25.2
SC,BANK,600,300,2017-12-28,2019-08-20,16.6177978515625,24.715579986572266,0.2693447907526168,0.2592469399899709,0.2693447907526168,0.0188870965303359,1.96,0.4872957420316895,0,26.9,5.12,3.3,0.86,0.94,16.47,0.89,2.99,20.01
PG,FMCG,80,50,2014-04-21,2014-07-10,66.39856719970703,66.97007751464844,0.161636696700464,0.123653429536357,0.161636696700464,0.0169319488629933,-0.15,0.0086072687867265,1,25.1,17.44,3.76,2.34,2.53,13.14,0.88,7.6,15.49
F,AUTO,2,50,2015-08-24,2015-08-26,9.942984580993652,9.958060264587402,0.2256124595254052,0.227917645653162,0.2256124595254052,-6.562693414965444e-05,-0.5,0.0015162131119631,1,29.7,12.17,0.92,0.32,1.69,1.58,6.24,1.06,8.8
PEP,FMCG,240,200,2017-06-15,2018-02-09,105.57821655273438,101.54708862304688,0.117106838774896,0.1108804657469822,0.117106838774896,0.0522105389011863,1.96,-0.0381814361078359,0,17.6,22.03,4.72,2.38,11.84,10.77,1.32,9.12,56.65
DB,BANK,100,4000,2015-06-29,2015-10-07,28.945655822753903,27.685895919799805,0.2878409511976322,0.3144447215263987,0.2878409511976322,-0.0386113396743303,-0.5,-0.0435215533090052,0,30.0,26.28,1.12,0.74,0.48,3.49,0.71,0.09,2.09
SC,BANK,720,3000,2016-04-25,2018-04-16,10.613044738769531,13.98042106628418,0.4878010884941527,0.2608874512392892,0.4878010884941527,0.0226645158364031,-0.2,0.3172865478662874,1,26.9,4.4,2.16,0.5,0.74,11.58,0.92,2.16,17.79
AAPL,TECH,4,4000,2018-07-26,2018-07-30,47.094181060791016,46.05147171020508,0.214829632015153,0.2145768238678306,0.214829632015153,0.0026932835843118,1.68,-0.0221409381604909,0,16.5,16.28,2.76,3.59,7.56,21.98,1.31,14.98,43.5
M,RETAIL,480,4000,2016-11-18,2018-03-13,34.02735137939453,25.284812927246094,0.3706519468312688,0.4332149229884376,0.3706519468312688,0.0114162926368154,-0.2,-0.256926798523688,0,14.5,13.11,2.18,0.35,2.3,2.63,1.22,3.37,16.94
JPM,BANK,330,400,2016-11-23,2017-10-19,70.02619171142578,89.10772705078125,0.255048474258185,0.1733419446205581,0.255048474258185,0.1374804574212954,-0.2,0.2724914046159966,1,27.9,10.12,5.8,2.1,0.83,20.86,1.04,0.89,8.66
HOG,AUTO,7,50000,2015-02-19,2015-02-26,53.60188293457031,53.999420166015625,0.2354334447786339,0.2355716587796523,0.2354334447786339,0.0008547446672011,-0.5,0.0074164788563597,1,16.3,14.34,3.87,1.95,4.04,13.55,1.65,8.58,26.54
M,RETAIL,330,400,2017-02-03,2017-12-29,26.09445571899414,21.358966827392575,0.3963270500800439,0.4441407277500557,0.3963270500800439,0.0078487011878106,1.96,-0.1814749057269894,0,14.5,11.73,1.99,0.27,1.64,2.36,1.35,3.1,15.37
BAC,BANK,15,4000,2017-04-06,2017-04-21,21.4757137298584,20.96790313720703,0.2702422750716923,0.2657931455043398,0.2702422750716923,0.0077713222306499,1.96,-0.0236458074939479,0,26.3,13.78,1.58,2.52,0.81,18.86,0.91,0.81,6.7
AMZN,TECH,420,3000,2014-08-19,2015-10-13,335.1300048828125,548.9000244140625,0.3309863549693986,0.3336739650816112,0.3309863549693986,0.3783310792413216,-0.15,0.6378719196032615,1,27.4,854.68,0.38,1.84,14.15,0.22,1.0,0.49,1.82
WMT,RETAIL,360,100,2018-05-11,2019-05-06,79.48507690429688,99.30868530273438,0.2332230114299862,0.1955242599909168,0.2332230114299862,0.095704001342044,1.68,0.2494003801783559,0,27.3,28.02,2.99,0.5,3.16,1.77,0.73,4.37,11.3
MSFT,TECH,60,50000,2014-09-03,2014-11-03,39.68978118896485,41.87907028198242,0.1915581314139369,0.1913611485827216,0.1915581314139369,0.0358746443053368,-0.15,0.0551600192148773,1,14.7,16.1,2.55,3.76,3.76,23.35,2.52,13.12,24.25
NVDA,TECH,7,4000,2015-09-25,2015-10-02,23.013744354248047,24.173696517944336,0.3162118660015612,0.3205574740009274,0.3162118660015612,0.0094570413514871,-0.5,0.0504025831625341,1,12.9,20.41,0.95,2.28,2.5,11.0,5.99,7.42,12.12
GM,AUTO,210,3000,2016-11-22,2017-06-20,29.25594139099121,30.73646545410156,0.2469010227659688,0.2472786560258954,0.2469010227659688,0.0235213920362057,-0.2,0.0506059279831019,1,30.6,3.15,8.73,0.32,0.92,10.15,0.93,6.71,32.48
AAPL,TECH,300,200,2017-05-26,2018-03-22,36.67887878417969,40.78732299804688,0.1756617242693716,0.1981592581500156,0.1756617242693716,0.2019962688233874,1.96,0.1120111723709297,0,16.5,15.98,2.14,3.33,5.3,20.74,1.39,14.15,35.09
FB,TECH,330,1000,2015-07-31,2016-06-24,94.01000213623048,112.08000183105467,0.2385530959455545,0.3177300894967829,0.2385530959455545,0.2726963838738249,-0.5,0.1922135866845197,1,31.6,87.52,0.98,16.11,6.09,18.59,9.01,7.24,8.11
DB,BANK,720,25000,2015-01-20,2017-01-09,27.48427391052246,18.319425582885746,0.242866806744964,0.5277092126093321,0.242866806744964,-0.2780016456551786,-0.5,-0.3334579024162585,0,30.0,14.53,1.97,0.6,0.41,3.9,0.64,0.1,2.45
M,RETAIL,330,1500,2014-11-14,2015-10-09,46.146728515625,38.75535202026367,0.2199389495945414,0.2465342416453511,0.2199389495945414,0.0078487011878106,-0.15,-0.1601711916123946,0,14.5,10.21,4.17,0.57,2.75,5.53,1.37,7.19,26.27
F,AUTO,180,100,2015-01-06,2015-07-06,10.698421478271484,11.03633975982666,0.2156479195335078,0.2119111402943881,0.2156479195335078,-0.0059064240734688,-0.5,0.0315858075176313,1,29.7,14.54,0.78,0.32,1.83,0.85,6.58,0.59,4.72
F,AUTO,6,5000,2015-10-26,2015-11-02,11.82001495361328,11.23210620880127,0.2188362841252815,0.2234708293780715,0.2188362841252815,-0.0001968808024489,-0.5,-0.0497384095637115,0,29.7,8.59,1.19,0.28,1.48,2.48,6.25,1.68,13.95
M,RETAIL,20,400,2017-09-14,2017-10-04,18.38113594055176,17.236492156982422,0.4058146474064447,0.4077213467734314,0.4058146474064447,0.0004756788598673,1.96,-0.0622727445828887,0,14.5,8.78,2.2,0.23,1.33,2.63,1.44,3.46,16.3
NVDA,TECH,420,200,2016-08-22,2017-10-16,61.5548095703125,196.1512451171875,0.3605544252805198,0.4939450707115067,0.3605544252805198,0.5674224810892264,-0.2,2.186611192308684,1,12.9,37.02,1.52,6.12,6.72,16.97,2.56,12.68,20.97
JPM,BANK,20,50,2017-05-01,2017-05-22,78.18206787109375,76.0627212524414,0.1968417216800213,0.1947927821104578,0.1968417216800213,0.0083321489346239,1.96,-0.0271078352921889,0,27.9,12.09,6.49,2.65,1.09,21.82,1.03,0.95,9.35
PG,FMCG,4,300,2017-09-15,2017-09-19,84.88195037841797,85.70100402832031,0.1206955629069507,0.1211280181292747,0.1206955629069507,0.0008465974431496,1.96,0.009649326461643,0,25.1,14.54,5.69,3.45,3.79,23.34,0.91,12.73,27.74
M,RETAIL,40,500,2014-10-28,2014-12-08,42.59182357788086,45.78230667114258,0.2301999662150635,0.2216614033460219,0.2301999662150635,0.0009513577197346,-0.15,0.0749083468433276,1,14.5,10.21,4.17,0.57,2.75,5.53,1.37,7.19,26.27
MSFT,TECH,300,25000,2017-12-29,2018-10-25,81.99066925048828,105.14904022216795,0.1475531610941818,0.2524520388594094,0.1475531610941818,0.1793732215266842,1.96,0.2824512982194223,0,14.7,56.34,1.46,6.26,8.09,13.52,2.89,5.64,17.0
FB,TECH,360,50000,2015-10-29,2016-10-24,104.87999725341795,133.27999877929688,0.2509533970672361,0.2785601507217239,0.2509533970672361,0.2974869642259908,-0.5,0.270785681441781,1,31.6,90.64,0.99,15.78,6.1,17.64,10.68,6.52,7.28
BAC,BANK,330,50000,2015-12-02,2016-10-27,15.968972206115724,15.507842063903809,0.2497841718651302,0.3136502842771198,0.2497841718651302,0.1709690890742981,-0.5,-0.0288766325258749,0,26.3,11.14,1.37,1.83,0.62,15.43,0.92,0.67,5.69
AXP,BANK,80,500,2018-02-16,2018-05-07,92.37509155273438,94.43665313720705,0.1630143416969975,0.1898579945515627,0.1630143416969975,0.0322700009908627,1.68,0.0223172886740336,0,19.8,32.57,2.9,2.16,4.44,6.79,1.93,1.56,12.99
